ID,Date,Location,Police District,Police Station,Police,News,Commission on Human Rights,Philippine Human Rights Information Center,Task for Detainees of the Philippines ,RiseUp for Life and Rights,Parishes,CCT-DRK Research,Barangay Holy Spirit Public Safety Office
411,Jul-2016,Quezon City,QCPD,PS 11 Galas,1,1,N/A,N/A,N/A,0,0,0,0
415,Jul-2016,Quezon City,QCPD,PS 03 Talipapa,1,1,N/A,N/A,N/A,N/A,N/A,0,N/A
418,Jul-2016,Quezon City,QCPD,PS 11 Galas,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419,Jan-2017,Quezon City,QCPD,PS 04 Novaliches,1,1,0,0,0,0,0,0,0
420,Jan-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0,0,0,0,0,0,0
422,Jan-2017,Quezon City,QCPD,PS 02 Masambong,1,0,0,0,0,0,0,0,0
423,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0,0,0,0,0,0,0
424,Jan-2017,Quezon City,QCPD,PS 03 Talipapa,1,1,0,0,0,0,0,0,0
425,Jan-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0,0,0,0,0,0,0
426,Jan-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0,0,0,0,0,0,0
427,Jan-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0,0,0,0,0,0,0
428,Apr-2017,Quezon City,QCPD,PS 05 Fairview,1,0,0,0,0,0,0,0,0
438,Jul-2016,Quezon City,QCPD,PS 05 Fairview,1,1,N/A,N/A,N/A,0,0,1,0
441,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0,0,0,0,0,0,1
442,Sep-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0,0,0,0,0,0,1
456,Apr-2017,Quezon City,QCPD,PS 06 Batasan,1,1,0,0,0,0,0,0,0
462,Jun-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0,0,0,0,0,1,0
470,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0,0,0,0,0,0,0
471,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0,0,0,0,0,0,0
472,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0,0,0,0,0,0,0
474,Jul-2017,Quezon City,QCPD,PS 02 Masambong,0,1,0,0,0,0,0,0,0
483,Aug-2016,Quezon City,QCPD,PS 06 Batasan,1,1,0,0,0,0,0,0,0
492,Jun-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0,0,0,0,0,0,0
493,Jun-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0,0,0,0,0,0,0
494,Jun-2017,Quezon City,QCPD,PS 04 Novaliches,1,0,0,0,0,0,0,0,0
495,Jun-2017,Quezon City,QCPD,PS 01 La Loma,1,0,0,0,0,0,0,0,0
496,Jun-2017,Quezon City,QCPD,PS 01 La Loma,1,0,0,0,0,0,0,0,0
497,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0,0,0,0,1,0,0
498,May-2017,Quezon City,QCPD,PS 06 Batasan,1,0,0,0,0,0,1,0,0
499,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0,0,1,0,0,0,0
500,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0,0,0,0,0,0,0
501,May-2017,Quezon City,QCPD,PS 09 Quirino,1,0,0,0,1,0,0,0,0
502,Nov-2016,Quezon City,QCPD,PS 04 Novaliches,1,0,0,0,0,0,0,0,0
503,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,N/A,N/A,N/A,0,0,0,0
504,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,N/A,N/A,N/A,0,0,0,0
505,Jul-2016,Quezon City,QCPD,PS 06 Batasan,1,0,N/A,N/A,N/A,0,0,0,0
506,Nov-2016,Quezon City,QCPD,PS 03 Talipapa,1,0,0,0,0,0,0,0,0
592,Aug-2016,Quezon City,QCPD,PS 06 Batasan,0,0,0,1,0,0,0,1,0
607,Aug-2017,Quezon City,QCPD,PS 09 Quirino,0,0,1,N/A,0,1,0,0,0
610,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0,0,0,0,0,0,1
611,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0,0,0,0,0,0,1
612,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0,0,0,0,0,0,0
613,Aug-2017,Quezon City,QCPD,PS 06 Batasan,0,1,0,0,0,0,0,0,0
614,Aug-2017,Quezon City,QCPD,PS 04 Novaliches,0,1,0,0,0,0,0,0,0
618,Aug-2017,Quezon City,QCPD,PS 12 Libis,0,1,0,N/A,0,0,0,0,0
623,Aug-2017,Quezon City,QCPD,PS 11 Galas,0,1,0,N/A,0,0,0,0,0
631,Aug-2017,Quezon City,QCPD,PS 11 Galas,0,1,0,N/A,0,0,0,0,0
657,Sep-2016,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,1,0
658,Oct-2016,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,0,0
661,Oct-2016,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,0,0
662,Dec-2016,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,1,0
664,Jul-2016,Quezon City,QCPD,N/A,0,1,N/A,N/A,N/A,0,0,1,N/A
665,Oct-2016,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,0,0
668,Sep-2016,Quezon City,QCPD,N/A,0,0,0,0,1,0,0,0,0
702,Aug-2016,Quezon City,QCPD,N/A,1,1,N/A,N/A,N/A,0,0,0,0
703,Jan-2017,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,0,0
706,Jul-2017,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,0,0
707,Jul-2017,Quezon City,QCPD,N/A,0,1,0,0,0,0,0,0,0
